topic	title	date	contributor	feature_id	description	idiom	village	value	comment	examples	source	original_name	original_transcription
converbs	причина	2018-02-12	AF		Глагольная словоформа, обозначающая причину, оформляется показатели -tjə. Встречается также и -tjə-rjə	Bzhedug		-tjə			[Ситимова 2004: 92-93]		
converbs	причина	2018-02-12	AF		Глагольная словоформа, обозначающая причину, оформляется показатели -tjə. Встречается также и -tjə-rjə	Temirgoi		-tjə, -tjə-rjə			[Ситимова 2004: 92-93]		
conjunctions	противительный союз	2018-03-06	AF		"Союз переводится с помощью русского союза но: ""C1 ŝhaj, C2"" = ""C1, но C2"""	Shapsug		ŝhaje			[Керашева 1957: 246]	послелог	шъхьае
conjunctions	противительный союз	2018-03-06	AF		"Союз переводится с помощью русского союза но: ""C1 ŝhaj, C2"" = ""C1, но C2"""	Temirgoi		ŝhač̣’e			[Керашева 1957: 246]	послелог	шъхьачIэ
conjunctions	противительный союз	2018-03-06	AF		"Союз переводится с помощью русского союза но: ""C1 ŝhaj, C2"" = ""C1, но C2"""	Bzhedug		ŝhaj			[Тхаркахо 1993: 90]		
conjunctions	противительный союз	2018-03-06	AF		"Союз переводится с помощью русского союза но: ""C1 ŝhaj, C2"" = ""C1, но C2"""		Dzhambechi	ŝhaj			[Тхаркахо 1993: 90]		
conjunctions	противительный союз	2018-03-06	AF		"Союз переводится с помощью русского союза но: ""C1 ŝhaj, C2"" = ""C1, но C2"""	Temirgoi		ŝhaj / ŝhač̣’e			[Тхаркахо 1993: 90]		
conjunctions	противительный союз	2018-03-06	AF		"Союз переводится с помощью русского союза но: ""C1 ŝhaj, C2"" = ""C1, но C2"""	Bzhedug		ŝhaj / ŝhajǯe			[Ситимова 2004: 117]	союз	шъхьай, шъхьайджэ
conjunctions	противительный союз	2018-03-06	AF		"Союз переводится с помощью русского союза но: ""C1 ŝhaj, C2"" = ""C1, но C2"""	Temirgoi		ŝhaj / ŝhač̣’e			[Ситимова 2004: 117]	союз	шъхьай, шъхьачIэ
conjunctions	"союз ""или"""	2018-03-06	AF			Bzhedug		hawərjə, hawjə			[Ситимова 2004: 117]	союз	хьаури, хьауи
conjunctions	"союз ""или"""	2018-03-06	AF			SWC		hawəmjə			[Ситимова 2004: 117]	союз	хьауми
conjunctions	"союз ""не только ..., но и ..."""	2018-03-06	AF		"Союз переводится с помощью русского составного союза но: ""C1 пhaкIопышъ, C2"" = ""не только C1, но и C2""."	SWC		пhaкIопышъ	Вторая клауза оформлена эмфатическим -ba.		[Ситимова 2004: 117]	союз	хьауми
tenses	прошедшее -aa вместо -ʁe	2018-02-12	AF			Bzhedug		в формах прошедшего; второй из двух показателей -ʁe в формах давнопрошедшего; может быть перед кондиционалисом -me; в основном в непереходных глаголах; перед усилительным -jə	Не понятно про темиргоевский, при каких именно условиях используется -aa вместо -ʁe. В темиргоевских примерах на сочетание -FUT-PST-PST первый показатель претерита записан одной буквой a только в вариантах форм с показателем футурума -š't, но не -t (но в некоторых примерах с -t показатель претерита тоже -a, а не -aa).		[Ситимова 2004: 89-90; 91-92]		
tenses	прошедшее -aa вместо -ʁe	2018-02-12	AF			Temirgoi		может быть перед кондиционалисом -me; в сочетании -FUT-PST-PST первый из показателей; в основном в непереходных глаголах	Не понятно про темиргоевский, при каких именно условиях используется -aa вместо -ʁe. В темиргоевских примерах на сочетание -FUT-PST-PST первый показатель претерита записан одной буквой a только в вариантах форм с показателем футурума -š't, но не -t (но в некоторых примерах с -t показатель претерита тоже -a, а не -aa).		[Ситимова 2004: 89-90; 91-92]		
tenses	прошедшее -aa вместо -ʁe	2018-02-12	AF			Abzakh		нет	Не понятно про темиргоевский, при каких именно условиях используется -aa вместо -ʁe. В темиргоевских примерах на сочетание -FUT-PST-PST первый показатель претерита записан одной буквой a только в вариантах форм с показателем футурума -š't, но не -t (но в некоторых примерах с -t показатель претерита тоже -a, а не -aa).		[Ситимова 2004: 91]		
tenses	прошедшее -aa вместо -ʁe	2018-02-12	AF			Shapsug		нет	Не понятно про темиргоевский, при каких именно условиях используется -aa вместо -ʁe. В темиргоевских примерах на сочетание -FUT-PST-PST первый показатель претерита записан одной буквой a только в вариантах форм с показателем футурума -š't, но не -t (но в некоторых примерах с -t показатель претерита тоже -a, а не -aa).		[Ситимова 2004: 91]		
intensifying pronoun	редуплицированная форма	2018-02-12	AF			Bzhedug		jež’-jež’-ew			[Ситимова 2004: 81]		
intensifying pronoun	редуплицированная форма	2018-02-12	AF			SWC		ež’ež’ərew			[Ситимова 2004: 81]		
relativization	релятивизация места REL-de	2018-02-12	AF		Префикс релятивизации места перед локативным превербом de- выглядит как zə- в бжедугском и как z- в темиргоевском.	Bzhedug		zə-de-			[Ситимова 2004: 106-107]		
relativization	релятивизация места REL-de	2018-02-12	AF		Префикс релятивизации места перед локативным превербом de- выглядит как zə- в бжедугском и как z- в темиргоевском.	Temirgoi		z-de-			[Ситимова 2004: 106-107]		
relativization	релятивизация места без преверба	2018-02-12	AF		В шапсугском релятивизация места не бывает без пространственного преверба.	Shapsug		нет					
relativization	релятивизация места без преверба	2018-02-12	AF		В шапсугском релятивизация места не бывает без пространственного преверба.	SWC		да					
relativization	релятивизация места: эссив	2018-02-12	AF		"Релятивном префикс zə-, выполняющий релятивизацию места, могут вводить разные пространственные превербы. Эссивная релятивизация (""там, где"") в шапсугском выражается префиксами z-də-š'-."	Shapsug		z-də-š'-			[Керашева 1957: 269]		
relativization	релятивизация места: эссив	2018-02-12	AF		"Релятивном префикс zə-, выполняющий релятивизацию места, могут вводить разные пространственные превербы. Эссивная релятивизация (""там, где"") в шапсугском выражается префиксами z-də-š'-."	SWC		zə-š'-			[Керашева 1957: 269]		
relativization	релятивизация причины	2018-02-12	AF		В бжедугском и абадзехском для релятивизации причины используется zə-č̣’e-, а в темиргоевском č̣’e-	Bzhedug		zə-č̣’e-, zə-fe-			[Ситимова 2004: 107]		
relativization	релятивизация причины	2018-02-12	AF		В бжедугском и абадзехском для релятивизации причины используется zə-č̣’e-, а в темиргоевском č̣’e-	Temirgoi		č̣’e-			[Ситимова 2004: 107]		
relativization	релятивизация причины	2018-02-12	AF		В бжедугском и абадзехском для релятивизации причины используется zə-č̣’e-, а в темиргоевском č̣’e-	Abzakh		zə-č̣’e-					
relativization	релятивизация факта или способа	2018-02-12	AF		"В бжедугском две префикса zere- и zerə- различаются по функции: zere- обозначает релятивизацию факта (zere-ḳʷe-re-r ""что он идёт куда-л."" NB: почему нет чередования?), а zerə- обозначает релятивизацию способа (zerə-ḳʷe-re-r ""как (какой дорогой) он идёт"") [Ситимова 2004: 106]. В темиргоевском же обе функции выполняет zerə- (NB: приводится как ""зэры- (зэра-)""). Однако, через две страницы [Ситимова 2004: 108] уточняется, что в префиксе релятивизации образа действия zere- может выпадать звук r (что противоречит тому, что zere- обозначает релятивизацию факта)."	Bzhedug			Если восточные диалекты у Ситимовой включают темиргоевский, написано, кажется, нечто странное		[Ситимова 2004: 106]		
cases	сентенциальный актант глагола ‘хотеть’	2018-02-12	AF		Форма на -n MOD в позиции аргумента при матричном глаголе 'хотеть' оформляется инструменталисом или адвербиалисом.	Shapsug		INS			[Керашева 1957: 244]		
cases	сентенциальный актант глагола ‘хотеть’	2018-02-12	AF		Форма на -n MOD в позиции аргумента при матричном глаголе 'хотеть' оформляется инструменталисом или адвербиалисом.	Temirgoi		ADV			[Керашева 1957: 244]		
adjectives	"скалярный модификатор ""очень"""	2018-03-09	AF		Для слов со значением цIыкIу ‘маленький’ и тIэкIу ‘немного’ используется особый показатель превосходной степени.	Kabardian		-njəṭe		(шапсугский) унэ цIыкIу-н'ау ‘совсем маленькая комната’, псы тIэкIу-н'ау ‘совсем немного воды’;	[Керашева 1957: 248]	предельно-уменшительная степень	-нитIэ
adjectives	"скалярный модификатор ""очень"""	2018-03-09	AF		Для слов со значением цIыкIу ‘маленький’ и тIэкIу ‘немного’ используется особый показатель превосходной степени.	Shapsug		-н'ау		(шапсугский) унэ цIыкIу-н'ау ‘совсем маленькая комната’, псы тIэкIу-н'ау ‘совсем немного воды’;	[Керашева 1957: 248]	предельно-уменшительная степень	-н'ау
adjectives	"скалярный модификатор ""очень"""	2018-03-09	AF		Для слов со значением цIыкIу ‘маленький’ и тIэкIу ‘немного’ используется особый показатель превосходной степени.	SWC		ded, -ẑəj	Ставится после прилагательного	(шапсугский) унэ цIыкIу-н'ау ‘совсем маленькая комната’, псы тIэкIу-н'ау ‘совсем немного воды’;	[Керашева 1957: 248]	предельно-уменшительная степень	дэд, -жъый
adjectives	"скалярный модификатор ""очень"""	2018-03-09	AF		Для слов со значением цIыкIу ‘маленький’ и тIэкIу ‘немного’ используется особый показатель превосходной степени.	Bzhedug		-нау		(шапсугский) унэ цIыкIу-н'ау ‘совсем маленькая комната’, псы тIэкIу-н'ау ‘совсем немного воды’;	[Керашева 1957: 248]	предельно-уменшительная степень	-нау
adjectives	"скалярный модификатор ""очень"""	2018-03-09	AF		Для слов со значением цIыкIу ‘маленький’ и тIэкIу ‘немного’ используется особый показатель превосходной степени.	Bzhedug		-nabz		(шапсугский) унэ цIыкIу-н'ау ‘совсем маленькая комната’, псы тIэкIу-н'ау ‘совсем немного воды’;	[Ситимова 2004: 71]	предельно-уменшительная степень	-набз
wh-pronouns	сколько?	2018-02-12	AF			SWC		səd fedəjz	"В [Ситимова 2004:81] написано ""<...> восточных диалектов и адыгейского литературного языка"""		[Ситимова 2004: 81]		
exclamations	удивление	2018-02-12	AF			Shapsug		Яль			[Керашева 1957: 278]		
exclamations	удивление	2018-03-14	AF			Bzhedug		Уаа-уау! Ал!			[Керашева 1957: 278]		
ideophones	медведь	2018-02-12	AF			Shapsug		пыхъ-чырхъ			[Керашева 1957: 278]		
ideophones	птица	2018-02-12	AF			Shapsug		цIыры-щыры			[Керашева 1957: 278]		
ideophones	свинья	2018-02-12	AF			Shapsug		уархъ			[Керашева 1957: 278]		
coordination	сочинение императивов	2018-02-12	AF		При сочинении двух императивов, первый из них оформляется разными суффиксами	Abzakh		-jə			[Ситимова 2004: 87]		
coordination	сочинение императивов	2018-02-12	AF		При сочинении двух императивов, первый из них оформляется разными суффиксами	Shapsug		-jə			[Ситимова 2004: 87]		
coordination	сочинение императивов	2018-02-12	AF		При сочинении двух императивов, первый из них оформляется разными суффиксами	Bzhedug		-rjə, -jə, -jeje			[Ситимова 2004: 87]		
coordination	сочинение императивов	2018-02-12	AF		При сочинении двух императивов, первый из них оформляется разными суффиксами	Temirgoi		-jə			[Ситимова 2004: 87]		
coordination	сочинение императивов	2018-02-12	AF		При сочинении двух императивов, первый из них оформляется разными суффиксами	Bzhedug		-rjə			[Тхаркахо 1993: 83]		
coordination	сочинение императивов	2018-02-12	AF		При сочинении двух императивов, первый из них оформляется разными суффиксами	Temirgoi		-jə			[Тхаркахо 1993: 83]		
ideophones	волк	2018-02-12	AF			Shapsug		гъытхъ			[Керашева 1957: 278]		
ideophones	выстрел	2018-02-12	AF			Shapsug		къуах			[Керашева 1957: 278]		
adjectives	суперлатив	2018-02-12	AF		Суффикс, образующий превосходную степень прилагательных выглядит в бжедугском как -къэпс, а в других диалектах (пример только из темиргоевского) как -къыпс и -къыц. К нему может присоединяться синонимичный -бз, однако для темиргоевского приведена форма на -къыцыбз, но не -къыпсыбз.	Shapsug		-qeps(əbz)		(1a) (бжедугский) к1экъыпс ‘новейший’, к1экъыпсыбз ‘совершенно новейший’; (1b) (темиргоевский) к1экъыц / к1экъыпс ‘новейший’			
adjectives	суперлатив	2018-02-12	AF		Суффикс, образующий превосходную степень прилагательных выглядит в бжедугском как -къэпс, а в других диалектах (пример только из темиргоевского) как -къыпс и -къыц. К нему может присоединяться синонимичный -бз, однако для темиргоевского приведена форма на -къыцыбз, но не -къыпсыбз.	Temirgoi		-qəps, -qəc(əbz)		(1a) (бжедугский) к1экъыпс ‘новейший’, к1экъыпсыбз ‘совершенно новейший’; (1b) (темиргоевский) к1экъыц / к1экъыпс ‘новейший’			
questions	ударение в слове с вопросительным -a	2018-02-12	AF			Bzhedug		на последнем слоге, силовое	Сразу после идут примеры, которые этому не соответствуют!				
questions	ударение в слове с вопросительным -a	2018-02-12	AF			Shapsug		на последнем слоге, силовое	Сразу после идут примеры, которые этому не соответствуют!				
questions	ударение в слове с вопросительным -a	2018-02-12	AF			Temirgoi		на предпоследнем слоге, длительное	Сразу после идут примеры, которые этому не соответствуют!				
ideophones	стук	2018-02-12	AF			Shapsug		цау, тIыркъу-щыркъу			[Керашева 1957: 278]		
ideophones	стук шагов	2018-02-12	AF			Shapsug		цыкъ-щыкъ			[Керашева 1957: 278]		
morphonology	устранение зияния между /e/ и -e- DYN	2018-03-16	AF		"Можно предполагать, что в случаях, когда показателю динамичности -e- предшествует другая гласная /e/, в бжедугском удаляется гласная показателя динамичности, а в темиргоевском удаляется предшествующая гласная. Это проявляется в словоформах, где после показателя динамичности в составе основы есть только односложный корень с гласной /e/: в бжедугском в таком случае происходит чередования /e/~/a/, а в темиргоевском — нет. См. в [Ситимова 2004: 96] темиргоевские формы wə-s-e-že [2sg.io-1sg.abs-obl+dyn-ждать] ""я тебя жду"", ŝʷə-t-e-že [2pl.io-1pl.abs-obl+dyn-ждать] ""мы вас ждём"" и бжедугские формы sə-w-a-že [1sg.abs-2sg.io-obl+dyn-ждать] ""я тебя жду"", tə-ŝʷ-a-že [1sg.abs-2sg.io-obl+dyn-ждать] ""мы вас ждём""; похожие формы [Ситимова 2004: 101]; [Ситимова 2004: 100-101] бжедугские формы презенса qa-ḳʷe [dir+dyn-идти] ""идёт сюда"" и темиргоевская qe-ḳʷe [dir+dyn-идти] и другие."	Bzhedug		-e- DYN —> ø / e_	из источника только примеры, но не интерпретация		[Ситимова 2004: 96, 100-101]		
morphonology	устранение зияния между /e/ и -e- DYN	2018-03-16	AF		"Можно предполагать, что в случаях, когда показателю динамичности -e- предшествует другая гласная /e/, в бжедугском удаляется гласная показателя динамичности, а в темиргоевском удаляется предшествующая гласная. Это проявляется в словформах, где после показателя динамичности в составе основы есть только односложный корень с гласной /e/: в бжедугском в таком случае происходит чередования /e/~/a/, а в темиргоевском — нет. См. в [Ситимова 2004: 96] темиргоевские формы wə-s-e-že [2sg.io-1sg.abs-obl+dyn-ждать] ""я тебя жду"", ŝʷə-t-e-že [2pl.io-1pl.abs-obl+dyn-ждать] ""мы вас ждём"" и бжедугские формы sə-w-a-že [1sg.abs-2sg.io-obl+dyn-ждать] ""я тебя жду"", tə-ŝʷ-a-že [1sg.abs-2sg.io-obl+dyn-ждать] ""мы вас ждём""; похожие формы [Ситимова 2004: 101]; [Ситимова 2004: 100-101] бжедугскае формы презенса qa-ḳʷe [dir+dyn-идти] ""идёт сюда"" и темиргоевская qe-ḳʷe [dir+dyn-идти] и другие."	Temirgoi		e —> ø / _e	из источника только примеры, но не интерпретация		[Ситимова 2004: 96, 100-101]		
morphonology	устранение зияния между /e/ и -e- DYN	2018-03-16	AF		"Можно предполагать, что в случаях, когда показателю динамичности -e- предшествует другая гласная /e/, в бжедугском удаляется гласная показателя динамичности, а в темиргоевском удаляется предшествующая гласная. Это проявляется в словоформах, где после показателя динамичности в составе основы есть только односложный корень с гласной /e/: в бжедугском в таком случае происходит чередования /e/~/a/, а в темиргоевском — нет. См. в [Ситимова 2004: 96] темиргоевские формы wə-s-e-že [2sg.io-1sg.abs-obl+dyn-ждать] ""я тебя жду"", ŝʷə-t-e-že [2pl.io-1pl.abs-obl+dyn-ждать] ""мы вас ждём"" и бжедугские формы sə-w-a-že [1sg.abs-2sg.io-obl+dyn-ждать] ""я тебя жду"", tə-ŝʷ-a-že [1sg.abs-2sg.io-obl+dyn-ждать] ""мы вас ждём""; похожие формы [Ситимова 2004: 101]; [Ситимова 2004: 100-101] бжедугские формы презенса qa-ḳʷe [dir+dyn-идти] ""идёт сюда"" и темиргоевская qe-ḳʷe [dir+dyn-идти] и другие."	Bzhedug		-e- DYN —> ø / e_	Речь идёт о различном фонемном составе превербов на стр 71 и о директиве на стр 75.		[Тхаркахо 1993: 71, 75]		
morphonology	устранение зияния между /e/ и -e- DYN	2018-03-16	AF		"Можно предполагать, что в случаях, когда показателю динамичности -e- предшествует другая гласная /e/, в бжедугском удаляется гласная показателя динамичности, а в темиргоевском удаляется предшествующая гласная. Это проявляется в словформах, где после показателя динамичности в составе основы есть только односложный корень с гласной /e/: в бжедугском в таком случае происходит чередования /e/~/a/, а в темиргоевском — нет. См. в [Ситимова 2004: 96] темиргоевские формы wə-s-e-že [2sg.io-1sg.abs-obl+dyn-ждать] ""я тебя жду"", ŝʷə-t-e-že [2pl.io-1pl.abs-obl+dyn-ждать] ""мы вас ждём"" и бжедугские формы sə-w-a-že [1sg.abs-2sg.io-obl+dyn-ждать] ""я тебя жду"", tə-ŝʷ-a-že [1sg.abs-2sg.io-obl+dyn-ждать] ""мы вас ждём""; похожие формы [Ситимова 2004: 101]; [Ситимова 2004: 100-101] бжедугскае формы презенса qa-ḳʷe [dir+dyn-идти] ""идёт сюда"" и темиргоевская qe-ḳʷe [dir+dyn-идти] и другие."	Temirgoi		e —> ø / _e	Речь идёт о различном фонемном составе превербов на стр 71 и о директиве на стр 75.		[Тхаркахо 1993: 71, 75]		
